"year","approval_date","brand_name","active_ingredient","application_number","application_type","analysis_category","chart_category","nme_type1_confirmed","sponsor_name","route","dosage_form","review_designation","accelerated_approval","breakthrough_therapy","fast_track","orphan_drug","abbreviated_indication","approved_use","indication","indication_source","pharm_class_moa","pharm_class_epc","match_score","match_reason","validation_status","fda_source_url","comments","sponsor_name_source","route_source"
"2025","2025-09-25","Inluriyo","imlunestrant","NDA218881","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Eli Lilly","Oral","Tablet","Standard","No","No","Yes","No","","INLURIYO is indicated for the treatment of adults with estrogen receptor (ER)-positive, human epidermal growth factor receptor 2 (HER2)-negative, estrogen receptor-1 (ESR1)-mutated advanced or metastatic breast cancer with disease progression following at least one line of endocrine therapy.","INLURIYO is indicated for the treatment of adults with estrogen receptor (ER)-positive, human epidermal growth factor receptor 2 (HER2)-negative, estrogen receptor-1 (ESR1)-mutated advanced or metastatic breast cancer with disease progression following at least one line of endocrine therapy.","FDA compilation: Approved Use(s)","Breast Cancer Resistance Protein Inhibitors [MoA]; Estrogen Receptor Antagonists [MoA]; P-Glycoprotein Inhibitors [MoA]","Estrogen Receptor Antagonist [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Eli Lilly and Company","Oral"
"2025","2025-09-25","Palsonify","paltusotine","NDA219070","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Crinetics Pharmaceuticals","Oral","Tablet","Standard","No","No","No","Yes","","PALSONIFY is indicated for the treatment of adults with acromegaly who had an inadequate response to surgery and/or for whom surgery is not an option.","PALSONIFY is indicated for the treatment of adults with acromegaly who had an inadequate response to surgery and/or for whom surgery is not an option.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Crinetics Pharmaceuticals, Inc.","Oral"
"2025","2025-09-30","Rhapsido","remibrutinib","NDA218436","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Novartis Pharmaceuticals","Oral","Tablet","Priority (used priority review voucher)","No","No","No","No","","RHAPSIDO is indicated for the treatment of chronic spontaneous urticaria (CSU) in adult patients who remain symptomatic despite H1 antihistamine treatment. Limitations of Use: RHAPSIDO is not indicated for other forms of urticaria.","RHAPSIDO is indicated for the treatment of chronic spontaneous urticaria (CSU) in adult patients who remain symptomatic despite H1 antihistamine treatment. Limitations of Use: RHAPSIDO is not indicated for other forms of urticaria.","FDA compilation: Approved Use(s)","Bruton's Tyrosine Kinase Inhibitors [MoA]; P-Glycoprotein Inhibitors [MoA]","Kinase Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Novartis Pharmaceuticals Corporation","Oral"
"2025","2025-10-07","Jascayd","nerandomilast","NDA218764","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Boehringer Ingelheim Pharmaceuticals","Oral","Tablet","Priority","No","Yes","No","Yes","","JASCAYD is indicated for the treatment of idiopathic pulmonary fibrosis (IPF) in adult patients.","JASCAYD is indicated for the treatment of idiopathic pulmonary fibrosis (IPF) in adult patients.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Boehringer Ingelheim Pharmaceuticals, Inc.","Oral"
"2025","2025-10-24","Lynkuet","elinzanetant","NDA219469","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Bayer HealthCare Pharmaceuticals","Oral","Capsule","Standard","No","No","No","No","","LYNKUET is indicated for the treatment of moderate to severe vasomotor symptoms (VMS) due to menopause.","LYNKUET is indicated for the treatment of moderate to severe vasomotor symptoms (VMS) due to menopause.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Bayer HealthCare Pharmaceuticals, Inc.","Oral"
"2025","2025-11-03","Kygevvi","doxecitine and doxribtimine","NDA219792","NDA novel drug","NDA novel drug","NME/NDA","TRUE","UCB","Oral","For Solution","Priority","No","Yes","No","Yes","","KYGEVVI is indicated for the treatment of thymidine kinase 2 deficiency (TK2d) in adults and pediatric patients with an age of symptom onset on or before 12 years.","KYGEVVI is indicated for the treatment of thymidine kinase 2 deficiency (TK2d) in adults and pediatric patients with an age of symptom onset on or before 12 years.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","UCB, Inc.","Oral"
"2025","2025-11-13","Komzifti","ziftomenib","NDA220305","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Kura Oncology","Oral","Capsule","Priority","No","Yes","Yes","Yes","","KOMZIFTI is indicated for the treatment of adult patients with relapsed or refractory acute myeloid leukemia (AML) with a susceptible nucleophosmin 1 (NPM1) mutation who have no satisfactory alternative treatment options.","KOMZIFTI is indicated for the treatment of adult patients with relapsed or refractory acute myeloid leukemia (AML) with a susceptible nucleophosmin 1 (NPM1) mutation who have no satisfactory alternative treatment options.","FDA compilation: Approved Use(s)","Menin Inhibitors [MoA]","Menin Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Kura Oncology, Inc.","Oral"
"2025","2025-11-18","Redemplo","plozasiran","NDA219947","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Arrowhead Pharmaceuticals","Subcutaneous","Solution","Standard","No","Yes","Yes","Yes","","REDEMPLO is indicated as an adjunct to diet to reduce triglycerides in adults with familial chylomicronemia syndrome (FCS).","REDEMPLO is indicated as an adjunct to diet to reduce triglycerides in adults with familial chylomicronemia syndrome (FCS).","FDA compilation: Approved Use(s)","","APOC-III-directed RNA Interaction [EPC]; Small Interfering RNA [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Arrowhead Pharmaceuticals, Inc.","Subcutaneous"
"2025","2025-11-19","Hyrnuo","sevabertinib","NDA219972","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Bayer HealthCare Pharmaceuticals","Oral","Tablet","Priority","Yes","Yes","No","Yes","","HYRNUO is indicated for the treatment of adult patients with locally advanced or metastatic non-squamous non-small cell lung cancer (NSCLC) whose tumors have HER2 (ERBB2) tyrosine kinase domain (TKD) activating mutations, as detected by an FDA-approved test, and who have received a prior systemic therapy. This indication is approved under accelerated approval based on objective response rate (ORR) and duration of response (DOR). Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.","HYRNUO is indicated for the treatment of adult patients with locally advanced or metastatic non-squamous non-small cell lung cancer (NSCLC) whose tumors have HER2 (ERBB2) tyrosine kinase domain (TKD) activating mutations, as detected by an FDA-approved test, and who have received a prior systemic therapy. This indication is approved under accelerated approval based on objective response rate (ORR) and duration of response (DOR). Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Bayer HealthCare Pharmaceuticals, Inc.","Oral"
"2025","2025-11-25","Voyxact","sibeprenlimab-szsi","BLA761434","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Otsuka Pharmaceutical","Subcutaneous","Injectable","Priority","Yes","Yes","No","No","","VOYXACT is indicated to reduce proteinuria in adults with primary immunoglobulin A nephropathy (IgAN) at risk for disease progression. This indication is approved under accelerated approval based on reduction of proteinuria. It has not been established whether VOYXACT slows kidney function decline over the long-term in patients with IgAN. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory clinical trial.","VOYXACT is indicated to reduce proteinuria in adults with primary immunoglobulin A nephropathy (IgAN) at risk for disease progression. This indication is approved under accelerated approval based on reduction of proteinuria. It has not been established whether VOYXACT slows kidney function decline over the long-term in patients with IgAN. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory clinical trial.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Otsuka Pharmaceutical Company, Ltd.","Subcutaneous"
"2025","2025-12-12","Cardamyst","etripamil","NDA218571","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Milestone Pharmaceuticals USA","Nasal","Spray","Standard","No","No","No","No","","CARDAMYST is indicated for the conversion of acute symptomatic episodes of paroxysmal supraventricular tachycardia (PSVT) to sinus rhythm in adults.","CARDAMYST is indicated for the conversion of acute symptomatic episodes of paroxysmal supraventricular tachycardia (PSVT) to sinus rhythm in adults.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Milestone Pharmaceuticals USA, Inc.","Nasal"
